chat_id,github_link,gpt_link,Type of issue/Problem (#1),Type of issue/Problem (#2),Did ChatGPT help with the issue,How did ChatGPT help with the issue,Explanations for why ChatGPT was helpful (#1),Explanations for why ChatGPT was helpful (#2),Explanations for why ChatGPT was NOT helpful,Notes,owner/repo,primary_language,stars,contributors,forks,username_shared_link,user_public_repos,user_followers,user_account_age_years,user_contributions,num_files,num_lines
138,https://github.com/scripting/blue.feedland/issues/19,https://chat.openai.com/share/c0f63626-5023-44f7-9994-1d9e47f12097,information retrieval,,No,,,,no reactions to the link,,scripting/blue.feedland,JavaScript,5,1,0,scripting,191,879,12,30,11,2359
582,https://github.com/EloiStree/HelloWarcraftQAXR/issues/81,https://chat.openai.com/share/b4aa3825-85b3-4a42-9fbe-50e1bf62c1df,information retrieval,,No,,,,no reactions or indications,,EloiStree/HelloWarcraftQAXR,,1,1,0,EloiStree,568,60,7,24,40,1218
590,https://github.com/elsa-workflows/elsa-core/issues/4819,https://chat.openai.com/share/c3002890-b16a-4c54-9a27-24419e37fcde,information retrieval,,No,,,,no reactions or indications,,elsa-workflows/elsa-core,C#,5923,30,1081,sfmskywalker,15,372,12,16,2907,105229
617,https://github.com/jwjacobson/jazztunes/issues/180,https://chat.openai.com/share/6b769b4e-2903-43c4-9bbd-de3de3801051,information retrieval,,No,,,,not related to the issue,,jwjacobson/jazztunes,CSS,2,4,0,bbelderbos,173,358,13,14,276,83484
622,https://github.com/UB-Mannheim/FAIR-GPT/issues/2,https://chat.openai.com/share/7f62c223-7924-4fc9-a22d-b3fab5a9bc3f,information retrieval,,No,,,,no reactions or indications,,UB-Mannheim/FAIR-GPT,,3,1,0,StefKirsch,14,1,1,19,3,201
623,https://github.com/UB-Mannheim/FAIR-GPT/issues/2,https://chat.openai.com/share/d9a441ec-50c8-4ca9-b758-28f93c3b1e7f,information retrieval,,No,,,,no reactions or indications,,UB-Mannheim/FAIR-GPT,,3,1,0,StefKirsch,14,1,1,19,3,201
626,https://github.com/wgohome/dagaform/issues/4,https://chat.openai.com/share/064a1b9e-1cbe-4101-ad90-95130731154a,tool/library/api usage queries,,No,,,,no reactions or indications,,wgohome/dagaform,TypeScript,0,1,0,wgohome,20,7,4,0,12,5963
628,https://github.com/wgohome/dagaform/issues/4,https://chat.openai.com/share/7cc74f22-f657-4f9b-bc52-2cb8f1a55acf,code generation and implementation,tool/library/api usage queries,No,,,,no reactions or indications,,wgohome/dagaform,TypeScript,0,1,0,wgohome,20,7,4,0,12,5963
631,https://github.com/jabrena/spring-boot-and-r-language/issues/37,https://chat.openai.com/share/db603589-a8c5-457c-86f3-c84e404d2a53,tool/library/api usage queries,,No,,,,no reactions or indications,,jabrena/spring-boot-and-r-language,Java,1,1,0,jabrena,441,164,14,17,26,948
657,https://github.com/rust-lang/book/issues/3832,https://chat.openai.com/share/f34ad5d2-754c-4c27-bbd1-dc3f050293c3,tool/library/api usage queries,,No,,,,no reactions or indications,,rust-lang/book,Rust,14385,30,3281,StefanSalewski,18,86,9,30,1265,59648
660,https://github.com/jabrena/spring-boot-and-r-language/issues/16,https://chat.openai.com/share/cb85486a-0767-4482-aa48-9cf97037f9e1,tool/library/api usage queries,,No,,,,no reactions or indications,,jabrena/spring-boot-and-r-language,Java,1,1,0,jabrena,441,164,14,17,26,948
728,https://github.com/baker-laboratory/RoseTTAFold-All-Atom/issues/8,https://chat.openai.com/share/55bea319-d3ac-4c4b-bc2d-e639bc963a8d,tool/library/api usage queries,,No,,,,no reactions or indications,,baker-laboratory/RoseTTAFold-All-Atom,Python,543,5,91,denizkavi,14,2,6,17,75,21439
729,https://github.com/OpenTalker/SadTalker/issues/821,https://chat.openai.com/share/5fa19af2-007d-43d7-a47c-367d8f7b33b7,information retrieval,,No,,,,no reactions or indications,,OpenTalker/SadTalker,Python,10827,17,2000,johndpope,8728,926,14,28,132,10086
794,https://github.com/runt1me/stormcloud/issues/29,https://chat.openai.com/share/bdc7c9e5-7e50-452b-a697-5c0518dc3454,information retrieval,,No,,,,no reactions or indications,,runt1me/stormcloud,Python,2,3,0,EccentricKnight,0,1,1,3,22,2591
860,https://github.com/MatrixAI/js-ws/issues/2,https://chat.openai.com/share/18a9bec1-adf4-425f-baf1-5645a47c24c3,tool/library/api usage queries,,No,,,,no reactions or indications,,MatrixAI/js-ws,TypeScript,2,3,0,tegefaulkes,9,5,7,27,219,51412
176,https://github.com/dobbelina/repository.dobbelina/issues/1133,https://chat.openai.com/share/e47f1906-932a-485c-8aa3-321970cd7f4a,tool/library/api usage queries,,No,,,,No evidence that ensures chatgpt link is useful in the discussion,,dobbelina/repository.dobbelina,Python,253,15,90,ErosVece,3,8,6,11,417,35534
187,https://github.com/Bisllly/demo-oxford-dictionary-test-rework/issues/1,https://chat.openai.com/share/6a76aba4-ea32-45c8-a6e2-380309f5b6ae,tool/library/api usage queries,,No,,,,There is no comment or reaction on the link and issue is still open,,Bisllly/demo-oxford-dictionary-test-rework,Java,1,1,0,Bisllly,28,0,1,2,20,787
189,https://github.com/ubiquity/research/issues/57,https://chat.openai.com/share/869c0738-7265-49ea-b47a-877160f311f2,information retrieval,,No,,,,There is no comment or reaction on the link and issue is still open,,ubiquity/research,,3,4,1,0x4007,53,63,10,17,5,173
198,https://github.com/slark-prime/Context-Enhanced-Question-Answering/issues/25,https://chat.openai.com/share/8fd70cd6-703c-4a9c-831c-5793f1c86632,tool/library/api usage queries,,No,,,,There is no comment or reaction on the link and issue is still open,,slark-prime/Context-Enhanced-Question-Answering,Python,0,1,0,slark-prime,6,0,5,26,21,728
203,https://github.com/RudjiGames/MTuner/issues/98,https://chat.openai.com/share/1a419c22-24e9-4312-8ed0-c1e3f92f103d,tool/library/api usage queries,,No,,,,There is no comment or reaction on the link and issue is still open,,RudjiGames/MTuner,C++,2568,7,144,forrestsmithfb,1,0,4,0,136,28935
208,https://github.com/meta-llama/llama/issues/639,https://chat.openai.com/share/95f63b24-fbfb-4a3c-a179-dd74740658ac,tool/library/api usage queries,,No,,,,There is no comment or reaction on the link and issue is still open,,meta-llama/llama,Python,53706,30,9256,ymerkos,3,0,1,26,16,1046
209,https://github.com/meta-llama/llama/issues/639,https://chat.openai.com/share/5aa98435-86a2-482f-ab7f-0d2c13522de3,tool/library/api usage queries,,No,,,,There is no comment or reaction on the link and issue is still open,,meta-llama/llama,Python,53706,30,9256,ymerkos,3,0,1,26,16,1046
235,https://github.com/purpleslurple/PurpleSlurple/issues/68,https://chat.openai.com/share/d76cbf7e-7d1b-47a8-b09f-36dde5f70998,information retrieval,,No,,,,no reaction,,purpleslurple/PurpleSlurple,PHP,0,1,0,purpleslurple,5,1,10,0,33,940
250,https://github.com/tomcl/issie/issues/348,https://chat.openai.com/share/4141eef7-cd2f-454c-a29e-859d9cbffea7,tool/library/api usage queries,,No,,,,Chatgpt conversation is not related to the Github issue,,tomcl/issie,F#,66,27,96,tomcl,31,34,10,20,734,108155
261,https://github.com/HimankAtl/Atal/issues/2,https://chat.openai.com/share/9110e9c8-e46f-410a-aaa4-efcf896048d1,tool/library/api usage queries,,No,,,,not related,,HimankAtl/Atal,,,,,HimankAtl,2,0,0,0,0,0
263,https://github.com/purpleslurple/PurpleSlurple/issues/109,https://chat.openai.com/share/86580fc7-2c60-4974-bef6-e43ea9faa4e8,information retrieval,,No,,,,no reaction,,purpleslurple/PurpleSlurple,PHP,0,1,0,purpleslurple,5,1,10,0,33,940
268,https://github.com/purpleslurple/PurpleSlurple/issues/110,https://chat.openai.com/share/86580fc7-2c60-4974-bef6-e43ea9faa4e8,information retrieval,,No,,,,no reaction,,purpleslurple/PurpleSlurple,PHP,0,1,0,purpleslurple,5,1,10,0,33,940
273,https://github.com/danielsgriffin/setarco/issues/3,https://chat.openai.com/share/9f44dc14-9c7f-46ff-bf20-7f88e90c4d36,code generation and implementation,tool/library/api usage queries,No,,,,no reaction,,danielsgriffin/setarco,JavaScript,0,1,0,danielsgriffin,27,18,10,30,2,251
274,https://github.com/matt-yml/pk/issues/108,https://chat.openai.com/share/b057a2a7-2ede-43d7-9fd5-a12f63ea3560,tool/library/api usage queries,,No,,,,no reaction,,matt-yml/pk,,0,1,0,matt-yml,5,1,5,22,1,2
275,https://github.com/ariel1985/aipages/issues/22,https://chat.openai.com/share/a6ba9582-71c2-4d8f-94b8-ece1d8a7f652,tool/library/api usage queries,,No,,,,no reaction,,ariel1985/aipages,HTML,1,1,0,ariel1985,26,2,8,30,65,2900
281,https://github.com/ariel1985/aipages/issues/10,https://chat.openai.com/share/ee9000ae-266d-4e5f-84cc-5c58f47f1628,tool/library/api usage queries,code generation and implementation,No,,,,no reaction,,ariel1985/aipages,HTML,1,1,0,ariel1985,26,2,8,30,65,2900
288,https://github.com/CodeConnoisseur74/pdi-to-do-app/issues/6,https://chat.openai.com/share/eb7f9271-f429-4794-a9c9-f93338950da5,code generation and implementation,tool/library/api usage queries,No,,,,no reaction,,CodeConnoisseur74/pdi-to-do-app,Python,1,2,0,CodeConnoisseur74,33,22,2,0,4,131
289,https://github.com/mvdan/sh/issues/1031,https://chat.openai.com/share/2fa42d22-4344-485d-acab-4c9a7847ce95,information retrieval,,No,,,,no reaction,Chatgpt conversation link is broken,mvdan/sh,Go,6889,30,328,j-lakeman,0,0,2,24,78,32946
290,https://github.com/ubiquity/ubiquibot/issues/771,https://chat.openai.com/share/b1ed22ba-9504-4d2c-9c43-125e01f7358a,information retrieval,,No,,,,no reaction,,ubiquity/ubiquibot,TypeScript,15,24,59,0x4007,53,63,10,17,124,7898
293,https://github.com/dbochicchioasclepyus/internship-embeddings-module/issues/12,https://chat.openai.com/share/7da99ae7-7757-49cd-aa5e-eac8687f8d8c,information retrieval,,No,,,,no reaction,,dbochicchioasclepyus/internship-embeddings-module,Python,0,3,0,dbochicchioasclepyus,1,1,0,2,10,2997
294,https://github.com/purpleslurple/PurpleSlurple/issues/94,https://chat.openai.com/share/3fddb0ef-6766-40e1-9727-7efb5dc4105c,code generation and implementation,tool/library/api usage queries,No,,,,no reaction,,purpleslurple/PurpleSlurple,PHP,0,1,0,purpleslurple,5,1,10,0,33,940
295,https://github.com/CodeConnoisseur74/pdi-to-do-app/issues/7,https://chat.openai.com/share/eb7f9271-f429-4794-a9c9-f93338950da5,tool/library/api usage queries,code generation and implementation,No,,,,No evidence of chatgpt response being useful in the discussion,,CodeConnoisseur74/pdi-to-do-app,Python,1,2,0,CodeConnoisseur74,33,22,2,0,4,131
296,https://github.com/chdb-io/chdb/issues/107,https://chat.openai.com/share/94a7fa2d-5f73-4f9f-b2ba-681ed324ae35,tool/library/api usage queries,,No,,,,No evidence of chatgpt response being useful in the discussion,,chdb-io/chdb,C++,1783,9,67,ruslandoga,118,10,3,6,8310,1453348
298,https://github.com/usebruno/bruno/issues/224,https://chat.openai.com/share/e36d054d-0428-49da-9595-755da83ceb63,tool/library/api usage queries,,No,,,,No evidence of chatgpt response being useful in the discussion,,usebruno/bruno,JavaScript,20811,30,967,helloanoop,131,229,9,20,596,78357
303,https://github.com/meta-introspector/meta-meme/issues/101,https://chat.openai.com/share/77f38fb8-ba01-4fbe-8bb8-1e1dcdfa5f2a,information retrieval,,No,,,,There is no comment or reaction on the link and issue is still open,,meta-introspector/meta-meme,Haskell,10,1,1,jmikedupont2,157,45,8,18,107,367857
328,https://github.com/gitonomy/gitlib/issues/209,https://chat.openai.com/share/568c217c-7ac3-47f6-bff0-f34d33a250cb,tool/library/api usage queries,,No,,,,no reaction,,gitonomy/gitlib,PHP,443,30,72,simonhamp,47,237,15,24,76,4765
335,https://github.com/ubiquity/pay.ubq.fi/issues/138,https://chat.openai.com/share/0bfb5b8e-eb8c-4f8e-827d-16f5ac8cf3e2,information retrieval,,No,,,,no reaction,,ubiquity/pay.ubq.fi,TypeScript,7,12,26,0x4007,53,63,10,17,81,6105
340,https://github.com/ubiquity/ubiquibot/issues/711,https://chat.openai.com/share/66fd7e0a-8005-47aa-8cea-7fe0508bb560,information retrieval,,No,,,,no reaction,,ubiquity/ubiquibot,TypeScript,15,24,59,0x4007,53,63,10,17,124,7898
347,https://github.com/arakoodev/EdgeChains/issues/244,https://chat.openai.com/share/b5c15371-5bea-4b41-b3cd-5aa3e266d755,tool/library/api usage queries,,No,,,,no reaction and the issue is still open,,arakoodev/EdgeChains,JavaScript,299,19,64,adrianog,3,0,9,3,211,33534
356,https://github.com/korlibs/korge/issues/1996,https://chat.openai.com/share/985727d4-1ced-444e-9436-cf88b7023f35,tool/library/api usage queries,,No,,,,no reaction and the issue is still open,,korlibs/korge,Kotlin,2364,30,121,soywiz,36,598,13,24,946,93242
360,https://github.com/sunner/ChatALL/issues/586,https://chat.openai.com/share/90805f4a-e729-42a9-9389-a51223d163d9,information retrieval,,No,,,,no reaction and the issue is still open,,sunner/ChatALL,JavaScript,14447,30,1557,adrianog,3,0,9,3,226,41406
361,https://github.com/RadostW/stochastic/issues/11,https://chat.openai.com/share/2394db4e-d330-4c70-88cb-5038bed14a99,information retrieval,,No,,,,no reaction,,RadostW/stochastic,Python,8,5,3,sdementen,61,17,12,14,85,51001
365,https://github.com/oliverschwendener/ueli/issues/1050,https://chat.openai.com/share/511999b4-1ba9-4ede-b61f-8ee2b81cca14,tool/library/api usage queries,,No,,,,no reaction,,oliverschwendener/ueli,TypeScript,3425,30,226,kristus123,30,3,7,25,653,23914
387,https://github.com/jbellis/jvector/issues/115,https://chat.openai.com/share/936ad210-7ae7-49ac-9520-c83a1ea67a09,tool/library/api usage queries,,No,,,,No evidence of chatgpt response being useful in the discussion,,jbellis/jvector,Java,1373,17,98,jbellis,52,234,15,18,169,19033
399,https://github.com/lokdumi/billion-trillions-/issues/4,https://chat.openai.com/share/add626df-b05b-4965-82e4-564d6b74f175,tool/library/api usage queries,,No,,,,no reaction,,lokdumi/billion-trillions-,,0,1,0,lokdumi,2,0,0,0,1,2
400,https://github.com/PolicyEngine/policyengine-us/issues/3215,https://chat.openai.com/share/881f630c-243d-4aa0-9ed4-6f771e081d70,information retrieval,,No,,,,no reaction,,PolicyEngine/policyengine-us,Python,94,30,160,MaxGhenis,137,108,10,14,6332,255921
405,https://github.com/MisterMunchkin/mom-and-me-clinic/issues/67,https://chat.openai.com/share/61f463d6-1776-412f-b633-2b37fc0604c0,tool/library/api usage queries,,No,,,,No evidence of chatgpt response being useful in the discussion,,MisterMunchkin/mom-and-me-clinic,TypeScript,1,1,0,MisterMunchkin,50,5,9,5,92,13194
415,https://github.com/jasonacox/tinytuya/issues/416,https://chat.openai.com/share/d8c0a9f5-b106-4f18-a3d3-cff3dca4873c,tool/library/api usage queries,,No,,,,No evidence of chatgpt response being useful in the discussion,,jasonacox/tinytuya,Python,843,30,153,jasonacox,56,133,12,23,73,11240
428,https://github.com/microsoft/vscode-cpptools/issues/11662,https://chat.openai.com/share/390a47d7-310c-4e55-81d2-8e5a6fc84e64,tool/library/api usage queries,,No,,,,chatgpt link is not related,,microsoft/vscode-cpptools,TypeScript,5378,30,1507,parksj10,10,0,7,3,1067,127358
431,https://github.com/ai-boost/Awesome-GPTs/issues/43,https://chat.openai.com/share/ee4647c7-b2f8-490c-a43c-06ba8f457923,information retrieval,,No,,,,No evidence of chatgpt response being useful in the discussion,,ai-boost/Awesome-GPTs,,2817,30,199,greencat667,1,1,1,0,3,1339
465,https://github.com/scripting/a8c-FeedLand-Support/issues/42,https://chat.openai.com/share/967bb74e-fc88-4dc4-8cbe-69e4ca9d0ecc,information retrieval,,No,,,,no reaction,,scripting/a8c-FeedLand-Support,,1,2,0,cagrimmett,28,71,9,10,25,2377
466,https://github.com/scripting/a8c-FeedLand-Support/issues/42,https://chat.openai.com/share/7ff15eed-db11-4ab1-95d2-1b009d8dd157,information retrieval,,No,,,,no reaction,,scripting/a8c-FeedLand-Support,,1,2,0,scripting,191,879,12,30,25,2377
469,https://github.com/Kicksecure/security-misc/issues/157,https://chat.openai.com/share/0c573e00-06bf-41a1-8f86-010624172bdc,information retrieval,,No,,,,not related,,Kicksecure/security-misc,Shell,476,18,49,adrelanos,317,269,11,24,46,2333
476,https://github.com/ESPresense/ESPresense/issues/1091,https://chat.openai.com/share/793a91e7-0441-4082-b2b2-3ed6d77ab8b2,information retrieval,,No,,,,no reaction,,ESPresense/ESPresense,C,998,30,139,DTTerastar,71,20,12,20,144,15365
489,https://github.com/EloiStree/2023_12_01_HelloLocalizationQATestingOMI/issues/21,https://chat.openai.com/share/b884cb65-e21e-477c-91fb-3d0dcb49a21e,tool/library/api usage queries,,No,,,,no reaction,,EloiStree/2023_12_01_HelloLocalizationQATestingOMI,Python,0,1,0,EloiStree,568,60,7,24,18,1268
492,https://github.com/ProgramX-NPledger/Clock/issues/65,https://chat.openai.com/share/0c4254bd-80ba-464a-8171-a9138512963b,code generation and implementation,tool/library/api usage queries,No,,,,no reaction,,ProgramX-NPledger/Clock,C#,1,1,0,ProgramX-NPledger,3,1,0,28,36,978
497,https://github.com/dmccreary/microsims/issues/2,https://chat.openai.com/share/ed495ff6-26d0-4d92-8215-8f98bc734af4,tool/library/api usage queries,,No,,,,no reaction,,dmccreary/microsims,Python,0,1,3,dmccreary,156,70,13,30,217,96578
498,https://github.com/jwjacobson/jazztunes/issues/53,https://chat.openai.com/share/a467f67b-9890-4bcf-a76e-a8989a1f9711,tool/library/api usage queries,,No,,,,no reaction,,jwjacobson/jazztunes,CSS,2,4,0,bbelderbos,173,358,13,14,276,83484
499,https://github.com/redis/go-redis/issues/2845,https://chat.openai.com/share/1f680748-6874-41f4-9f7e-f1f6f0942e1b,tool/library/api usage queries,code generation and implementation,No,,,,no reaction,,redis/go-redis,Go,19441,30,2294,ORESoftware,255,99,9,26,158,35577
